Date,close
2021-05-31,123.3598861694336
2021-06-07,124.79057312011719
2021-06-14,127.83805847167969
2021-06-21,130.43478393554688
2021-06-28,137.14718627929688
2021-07-05,142.19361877441406
2021-07-12,143.44793701171875
2021-07-19,145.57431030273438
2021-07-26,142.92855834960938
2021-08-02,143.20289611816406
2021-08-09,146.32235717773438
2021-08-16,145.42929077148438
2021-08-23,145.8316650390625
2021-08-30,151.42547607421875
2021-09-06,146.19476318359375
2021-09-13,143.33897399902344
2021-09-20,144.18292236328125
2021-09-27,139.99249267578125
2021-10-04,140.2378387451172
2021-10-11,142.14169311523438
2021-10-18,145.9199676513672
2021-10-25,147.00927734375
2021-11-01,148.46173095703125
2021-11-08,147.41061401367188
2021-11-15,157.78897094726562
2021-11-22,154.11326599121094
2021-11-29,159.05677795410156
2021-12-06,176.3639373779297
2021-12-13,168.1968536376953
2021-12-20,173.24844360351562
2021-12-27,174.5162811279297
2022-01-03,169.2091522216797
2022-01-10,170.0936737060547
2022-01-17,159.61697387695312
2022-01-24,167.4008026123047
2022-01-31,169.42535400390625
2022-02-07,165.9509735107422
2022-02-14,164.63235473632812
2022-02-21,162.22146606445312
2022-02-28,160.56820678710938
2022-03-07,152.26280212402344
2022-03-14,161.3653106689453
2022-03-21,171.93406677246094
2022-03-28,171.5305938720703
2022-04-04,167.3778839111328
2022-04-11,162.6544189453125
2022-04-18,159.21023559570312
2022-04-25,155.13621520996094
2022-05-02,154.7721405029297
2022-05-09,144.97698974609375
2022-05-16,135.59503173828125
2022-05-23,147.47030639648438
2022-05-30,143.27210998535156
2022-06-06,135.14170837402344
2022-06-13,129.65245056152344
2022-06-20,139.6060333251953
2022-06-27,136.9156036376953
2022-07-04,144.9080047607422
2022-07-11,147.99264526367188
2022-07-18,151.85580444335938
2022-07-25,160.15367126464844
2022-08-01,162.95252990722656
2022-08-08,169.8402557373047
2022-08-15,169.26788330078125
2022-08-22,161.47158813476562
2022-08-29,153.76416015625
2022-09-05,155.30369567871094
2022-09-12,148.72125244140625
2022-09-19,148.4547882080078
2022-09-26,136.3853759765625
2022-10-03,138.25059509277344
2022-10-10,136.56301879882812
2022-10-17,145.33627319335938
2022-10-24,153.6951141357422
2022-10-31,136.56301879882812
2022-11-07,147.97947692871094
2022-11-14,149.5511474609375
2022-11-21,146.40771484375
2022-11-28,146.1111602783203
2022-12-05,140.52609252929688
2022-12-12,132.9640350341797
2022-12-19,130.34449768066406
2022-12-26,128.43663024902344
2023-01-02,128.13021850585938
2023-01-09,133.21115112304688
2023-01-16,136.285400390625
2023-01-23,144.25277709960938
2023-01-30,152.72427368164062
2023-02-06,149.27438354492188
2023-02-13,151.02694702148438
2023-02-20,145.2452392578125
2023-02-27,149.52210998535156
2023-03-06,147.01736450195312
2023-03-13,153.4524688720703
2023-03-20,158.65003967285156
2023-03-27,163.25364685058594
2023-04-03,163.0160369873047
2023-04-10,163.560546875
2023-04-17,163.3724365234375
2023-04-24,167.98590087890625
2023-05-01,171.8370819091797
2023-05-08,170.84706115722656
2023-05-15,173.6510467529297
2023-05-22,173.918701171875
2023-05-29,179.39117431640625
2023-06-05,179.40109252929688
2023-06-12,183.3269805908203
2023-06-19,185.07180786132812
2023-06-26,192.29901123046875
2023-07-03,189.03733825683594
2023-07-10,189.04725646972656
2023-07-17,190.2864990234375
2023-07-24,194.14297485351562
2023-07-31,180.42221069335938
2023-08-07,176.25839233398438
2023-08-14,173.22044372558594
2023-08-21,177.31045532226562
2023-08-28,188.0814971923828
2023-09-04,176.88356018066406
2023-09-11,173.7366180419922
2023-09-18,173.5182342529297
2023-09-25,169.96429443359375
2023-10-02,176.19857788085938
2023-10-09,177.54872131347656
2023-10-16,171.62213134765625
2023-10-23,166.99603271484375
2023-10-30,175.36468505859375
2023-11-06,185.04376220703125
2023-11-13,188.5579376220703
2023-11-20,188.8362579345703
2023-11-27,190.09866333007812
2023-12-04,194.5419921875
2023-12-11,196.39089965820312
2023-12-18,192.44459533691406
2023-12-25,191.38096618652344
2024-01-01,180.09869384765625
2024-01-08,184.8104248046875
2024-01-15,190.41676330566406
2024-01-22,191.27163696289062
2024-01-29,184.7408447265625
2024-02-05,187.72293090820312
2024-02-12,181.45318603515625
2024-02-19,181.6622314453125
2024-02-26,178.815673828125
2024-03-04,169.92762756347656
2024-03-11,171.80874633789062
2024-03-18,171.47035217285156
2024-03-25,170.67410278320312
2024-04-01,168.7830352783203
2024-04-08,175.72027587890625
2024-04-15,164.22454833984375
2024-04-22,168.5043487548828
2024-04-29,182.51817321777344
2024-05-06,182.1897430419922
2024-05-13,189.23399353027344
2024-05-20,189.3436279296875
2024-05-27,191.60601806640625
2024-06-03,196.23046875
2024-06-10,211.7782440185547
2024-06-17,206.79498291015625
2024-06-24,209.9144744873047
2024-07-01,225.5818328857422
2024-07-08,229.76776123046875
2024-07-15,223.55862426757812
2024-07-22,217.22991943359375
2024-07-29,219.12355041503906
2024-08-05,215.51568603515625
2024-08-12,225.29281616210938
2024-08-19,226.3418426513672
2024-08-26,228.49710083007812
2024-09-02,220.3350830078125
2024-09-09,222.01138305664062
2024-09-16,227.6988525390625
2024-09-23,227.2897491455078
2024-09-30,226.30194091796875
2024-10-07,227.05029296875
2024-10-14,234.48391723632812
2024-10-21,230.9018096923828
2024-10-28,222.42047119140625
2024-11-04,226.4615936279297
2024-11-11,224.7528839111328
2024-11-18,229.61753845214844
2024-11-25,237.06935119628906
2024-12-02,242.5732879638672
2024-12-09,247.85748291015625
2024-12-16,254.21051025390625
2024-12-23,255.30929565429688
2024-12-30,243.0927276611328
2025-01-06,236.58987426757812
2025-01-13,229.7274169921875
2025-01-20,222.5353240966797
2025-01-27,235.74081420898438
2025-02-03,227.3800048828125
2025-02-10,244.3313751220703
2025-02-17,245.5500030517578
2025-02-24,241.83999633789062
2025-03-03,239.07000732421875
2025-03-10,213.49000549316406
2025-03-17,218.27000427246094
2025-03-24,217.89999389648438
2025-03-31,188.3800048828125
